,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,Category
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,185.02591302083334,186.18069739583333,172.51956979166667,46.70106788432342,37.89781768691051,52.877045629679934,19.74701814378966,0.9944301290989535,0.8135472078978759,7.579753955085863,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,186.0421828125,187.16269583333334,173.75703541666667,45.6071439406463,36.81315775959027,52.13396125490479,9.535725380656924,0.9971760033068667,0.85090834298093,7.065857663509622,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,188.80472447916668,189.48389791666668,176.3018703125,43.49827374774156,35.3097679930485,50.199524844633075,14.765292233937867,0.9952177656749231,0.8509023731038294,7.133332816884934,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,188.81553541666668,189.35664479166667,177.00567864583334,44.55981046003407,37.41092982161199,50.444208481405305,10.899023759713163,0.9967525083558957,0.8664227399255855,7.029652938180384,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,193.51057552083333,192.6335046875,181.98971666666668,35.81828680169334,30.03934504040907,42.14976489509032,6.540137566730312,0.9969946508748413,0.899537101036207,6.722343341062861,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,187.39878802083334,187.81528020833332,173.0106765625,37.31620760320203,30.943835722540385,49.4657903049186,3.565036813133879,0.9985285602338929,0.8911374101551158,7.058463656645258,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,192.22931875,192.15166510416665,178.29366614583333,34.44641331102894,28.531368396766585,47.82241340895807,2.541029602068112,0.9987873950065385,0.9075176240067812,6.7786006125329,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,190.834496875,190.8914609375,178.7847671875,41.74488237555529,34.417470990415296,47.64132832888468,8.08647831379574,0.9971960785427068,0.8808940632788305,6.854894701381314,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,194.1290125,193.96213385416667,182.76687552083334,36.64655624941463,31.513396919815445,43.84291905672698,5.9415571757506145,0.9974787878416493,0.901186544952958,6.869950494624886,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,187.087984375,187.7314734375,175.21398177083333,45.64268380355633,37.950429417391305,51.20714268852136,18.20374716095452,0.9947523523650827,0.8304286258089804,7.219471104856901,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,196.63206041666666,195.81639739583332,183.90333802083333,32.45101939918607,27.486481392760627,43.49360395630162,2.324333958995867,0.9987625316361061,0.925881391393991,6.516564609484976,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,191.0796421875,192.5739421875,178.56414479166668,46.30156048640409,37.50463771670432,52.37965145442808,19.509858445006543,0.9943944082013225,0.8247373019152476,7.320090896301946,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,184.6255828125,184.48231354166666,173.4544203125,49.964067534401195,43.48992200907996,54.51377152641115,10.99485053422281,0.9974698563361525,0.8734117601777346,6.802475694100904,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,193.0513484375,193.61076145833334,180.80166354166667,45.98737379144192,38.53169488961022,51.704293555025934,14.619081525321073,0.9958826172178464,0.8399403091389659,7.264860116793746,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,181.74218645833332,182.8517640625,168.78358802083332,45.798808514462465,37.66541929944052,52.144286557040665,15.044274105736262,0.995660561682834,0.8352118771423276,7.1961111166043406,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,187.45800729166666,188.23767239583333,171.5780484375,39.58738158002429,32.455335540730836,52.92519942790078,5.869761535419999,0.9978203144953774,0.8700242671103735,7.135794667960278,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,189.64317135416667,190.04631979166666,177.79669427083334,43.368384316381295,36.135366682935896,49.40586775215055,10.323253868149889,0.9967263966577067,0.8742615537755394,6.943680086348442,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,189.7087875,189.86541145833334,174.99514791666667,37.232849022355396,30.332275447798477,49.507744389966795,3.6725687395594337,0.9984482738274258,0.8939776565751831,6.956118315401491,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,186.30625989583334,187.6545671875,174.1313890625,47.204017309850926,38.65158685327442,53.34112222035413,17.472740488743963,0.9952244240852233,0.8297101149790765,7.279891308005151,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,185.95594791666667,186.9188078125,173.52193697916667,48.79267005484142,40.88160558266015,54.62876214178706,30.01665786569631,0.9924940317767574,0.8150392086423626,7.289196685787176,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,194.188090625,193.548384375,182.80718958333333,35.99556024475037,30.72126720941465,42.1218197881837,7.516637897594595,0.9966482350971362,0.8945653240528617,6.874887864321908,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,212.83182864583333,212.40146145833333,201.36232760416667,38.52212896450737,32.9171493353258,45.40996329114451,7.951966091534616,0.9969109736395749,0.9034387311925358,6.7436773099860305,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,184.78127395833334,185.45958958333333,172.7367875,48.143369205966785,41.032465034285856,53.05565449966834,27.24223907198133,0.99308001122457,0.8022114896848107,7.729168812518955,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,188.52059479166667,189.31725364583335,173.19379114583333,42.15181521422957,34.64853035632783,54.61359153075017,5.990196076967591,0.9980284732764912,0.8816147840158095,6.973228945484212,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,191.93301822916666,191.29995572916667,180.81466354166668,38.780312665340155,33.43255122254417,44.59603170851878,6.953765070065035,0.9973455578125813,0.8990153225747219,6.725435914127956,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,186.77158489583334,187.35156302083334,174.62582552083333,47.89592061372264,40.46043948523317,53.17194878627238,13.907923650860898,0.9964095546377734,0.83653208794757,7.315448156730799,Arasam
0,1917201.0,5596.0,1200,1600,0.75,1.0014599408199767,16.333819980273326,189.6951515625,189.8027875,177.57166927083333,43.235164871810696,35.695920853273655,49.08825168101785,9.813020725645965,0.9968326885253689,0.8770022550356786,6.963627307860146,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,194.01981770833333,193.46830885416668,182.99482864583334,37.026643461275796,31.757850191665636,43.206642993617656,9.234178664979359,0.9961388166027398,0.9008587286426302,6.62686507098598,Arasam
0,1917201.0,5596.0,1600,1200,1.3333333333333333,1.0014599408199767,16.333819980273326,195.69980885416666,195.13220989583334,183.90355052083333,36.3768639752219,30.63112240199409,43.67472267964391,9.056458985352652,0.9960181883119122,0.8950747666189868,6.725090724457797,Arasam
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,201.5634035214168,205.04119259678748,192.9660394357496,55.048506481240125,45.874499978630915,66.04731584468807,6.295292210755964,0.9987787951747089,0.8784915799981954,7.612749649554326,Ashoka
0,1061570.0,4218.0,831,1280,0.64921875,1.0019876221068795,16.759633373211376,208.27422721119135,207.25795728038509,196.48233773315283,51.41180452925272,46.516557844107936,58.82583443031462,8.60489767864544,0.9982264200447155,0.8623111261167691,7.161370171597108,Ashoka
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,200.45203043619793,198.32189534505207,188.14277994791667,44.39288467748696,42.73246485015093,53.87638444681447,7.427888324975951,0.9981191362191855,0.887348797204365,7.650412753345453,Ashoka
0,1061570.0,4218.0,831,1280,0.64921875,1.0019876221068795,16.759633373211376,207.30657716606498,206.37056633574008,195.0535931859206,52.459263240884226,47.427095431854646,59.91860743090372,8.992840520379763,0.9982179585609162,0.8602641979895992,7.18659055096677,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,195.89238127113867,194.93688433624578,187.66380795518603,66.08713787816318,61.65952302805649,67.27434999018203,50.64362153068899,0.9937393569734456,0.7789209567819153,8.480933308019939,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,200.52721339487036,199.78408962795942,192.78195550310033,63.53244263010691,59.23395817591833,64.91779911564113,39.47504824380197,0.9947221567113567,0.801999288076411,7.863203572987022,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,201.7545678027183,205.23135875720757,193.19363480745469,54.75409011601551,45.53015912621132,65.69357379453206,6.145923969057733,0.9987924090716901,0.8795418784571412,7.628130259188787,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,202.04380524861878,200.37062154696133,192.03943197513811,47.67299512346778,44.30168254291271,53.78753933578758,5.597842614691343,0.9986976717550154,0.8725717476125714,7.818516496675846,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,201.1481762252883,204.5440485996705,192.45914139724053,55.17489022901649,46.13579112316871,66.19621222413973,6.48889652509347,0.998750996117912,0.8767314412234517,7.6122691085280785,Ashoka
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,202.60162353515625,201.52090494791668,189.05626627604167,45.97725690463504,41.652763796997476,54.69128806634726,7.890555456284375,0.997990259651923,0.8485894116592076,7.758989438394346,Ashoka
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,201.67006266276042,200.61388509114585,188.55925537109374,46.05707967083148,42.08167176509733,54.892614890029236,8.058984690021614,0.9979736602807053,0.8425944070703767,7.9124868061553375,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,195.90718714768883,194.89335717305525,187.6517342516911,67.15870779180779,62.89084574307965,68.39357324301324,55.293225643643694,0.9934081674203332,0.7692837286491017,8.462351493398687,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,199.97996230270576,198.8085593996618,191.8318929678692,64.31885556517116,60.079087485727825,65.17139580146065,51.28286299189941,0.9933086085941956,0.7756675804431357,8.275226298834255,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,206.45944319751382,204.66515538674034,196.84139416436463,47.938250312877884,44.19713750945555,54.03335130199765,5.312566663150902,0.9987679668401167,0.8719681435831654,7.495832221839171,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,201.48768018945634,204.93512407331136,192.8193832372323,54.93327904200799,45.6514595403609,65.92258215548215,6.137014588085931,0.9988016593678225,0.8777990559264753,7.728464941346768,Ashoka
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,201.88154134114583,199.6509375,189.83042805989584,44.971537936589186,43.1196975653994,54.451161925809,7.020690338253996,0.9982603675733558,0.8913241587812925,7.518721630538582,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,202.5564278314917,200.69820959944752,192.2003703383978,49.00986297823826,45.73052263936038,55.35710950631921,5.60640767355164,0.9987704652338346,0.8796254361999718,7.6693774910601356,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,200.3695629580045,199.48337884019165,192.5778079199549,65.19891704476804,61.06516199603767,66.12555116452793,49.544701142828686,0.993731285131096,0.7894146215838287,8.00449442880957,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,205.0932536256906,203.49585635359117,195.68229886049724,47.22160878292063,43.54500688258965,53.20024986633926,5.320676573310246,0.998728113262482,0.8793812827087473,7.45256201142602,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,202.67103245856353,200.73352123618784,192.30222203038673,49.162445402495656,45.92829917758831,55.60692317453172,5.619666380206386,0.9987779933824861,0.880344795624076,7.656564494443023,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,199.34232714682867,202.7208253964168,190.89960615733114,53.44887301309363,44.310644702267,64.2064552081227,5.735931383064707,0.9988146468532821,0.8781573993711133,7.731636322473395,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,196.3501761555806,195.42602434470123,188.08737140642614,64.83049557636419,60.244670238267915,66.04853840278199,44.50288398829723,0.9942585799076138,0.7854391148103506,8.452147516049157,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,202.3403849619028,205.82203330930807,193.88770914847612,54.33326281934141,45.11946823697687,65.24098988170782,5.961603309943857,0.9988095431043595,0.8792841075900353,7.631999058665708,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,200.9304803336079,204.35118731981055,192.5167498970346,53.96239511882681,44.79419526037131,64.87269731362584,5.744921252829522,0.99883624888044,0.8760969791218278,7.688695924900815,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,201.9654937845304,200.18150466160222,191.79972807320442,48.8982626874563,45.507321965824225,55.17504536444781,5.802987441183301,0.9987179169319931,0.8710620216906603,7.800396360908299,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,199.56689596251408,198.76802335822998,191.31350584836528,61.265330254729435,56.51857340809288,63.39317963717746,17.183344567372124,0.9975091339151191,0.8346554087689344,7.839257581960046,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,205.29058787983425,203.3405291781768,195.30493525552487,49.78808108484289,46.03628602756399,56.07583579373969,5.574950719153385,0.9988040983945508,0.8696561822705764,7.560214149860005,Ashoka
0,1156216.0,4366.0,905,1280,0.70703125,1.0018889204093353,16.48650079223951,204.6572755524862,202.59130265883977,194.42243007596684,49.92707634732077,46.474922277535235,56.60976135767738,5.524647799895204,0.9988321853420187,0.8827615023445982,7.408793637558615,Ashoka
0,1551427.0,4984.0,1280,1214,1.0543657331136738,1.001606907704971,16.01123095060225,201.01238802512356,204.43389106260295,192.33830313014826,55.110133348879074,46.267131263610494,66.13472331349725,6.626519173274615,0.9987268324382962,0.8718983886917946,7.644713711455162,Ashoka
0,1133194.0,4330.0,887,1280,0.69296875,1.001911411461762,16.54518114285815,195.78487880496053,194.75140131764374,187.48801877818488,67.12395949176205,62.88783165810543,68.38538589183703,55.28081755223171,0.9934079519117065,0.76951224400704,8.470625551695074,Ashoka
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,174.20494384765624,181.46907063802084,151.03741943359375,56.97042242018356,43.8042550352689,80.6772505432739,21.808537444464044,0.9958762562416359,0.7287447464539769,8.405508590419853,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,167.89539225260415,171.58564046223958,150.2847176106771,61.98289234366928,51.96590851204337,76.05560186282668,13.323843564987033,0.9979819637516613,0.8136387008431194,7.7540266997909715,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,187.44258463541667,189.5699210611979,170.17188720703126,41.40013865307866,30.351625689717892,58.5562851602946,3.105860109342723,0.9988400611899021,0.870313922679617,7.029970753540818,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,172.42827311197917,180.7515388997396,147.15930501302083,59.39646824149924,43.76531545162625,83.60517498545003,14.090658881145464,0.9974509299565544,0.7465987703073844,8.44444757201254,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,171.78469645182292,182.1450577799479,145.12402587890625,59.26918672574173,42.48129466281316,84.45165240720054,10.44096245487128,0.9980684395359111,0.7558238040141888,8.289741708321696,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,189.0888916015625,191.04716064453126,172.76437662760418,40.73011805258414,30.450400884999876,57.09752572455276,3.1948467500673616,0.9987875620418178,0.894508338288241,6.788980123625148,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,157.60037760416665,160.03898111979166,141.71236246744792,64.40598824991785,56.07270418796889,74.09324488111685,19.239098295797483,0.9973677571531006,0.7655688432079515,8.290897529743972,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,179.56132080078126,184.6501326497396,157.82792236328126,53.8447891130533,41.53446911784265,74.92452606186801,14.623619142313427,0.9969143559661466,0.8026344192212194,7.780930989131663,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,187.88078857421874,189.69296061197917,172.1768318684896,43.29400043533233,33.84913992059004,58.01401096250573,5.63071440608598,0.9981659356718989,0.8843561028587432,6.999903338157954,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,173.07911783854166,175.48977620442707,134.93798014322917,47.76617828777164,42.03543064670198,84.44094401953217,14.62827409731609,0.9968566634772111,0.7107451981675466,8.510640403197835,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,175.32657877604166,183.0504296875,153.4014103190104,62.79488864798996,48.016641342809606,82.59846220593782,15.940176046850105,0.9974665138883383,0.768709606403875,8.110258170534943,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,180.00753987630208,185.2100333658854,159.1093318684896,54.88616789967636,41.71062666405135,74.71165812110779,14.171111151029768,0.9970652548626713,0.8094777515791333,7.630223964234429,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,179.69408854166667,181.12746337890624,165.2862451171875,46.53543589734841,38.188928203070546,58.815885573237246,6.400336215910103,0.9982578571431033,0.879752116324991,7.0150143381866625,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,164.894072265625,165.27418212890626,141.1214152018229,50.496172181326095,46.62076492062186,73.81045800773087,18.405627315374375,0.9964164184057654,0.7732499729885064,8.059395696263024,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,186.75721923828124,188.57193603515626,170.53774983723957,42.11059680952151,32.6942600912634,57.27267684026814,3.706607606488282,0.9987212289861488,0.8860872343853841,6.8637078245314065,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,186.69588541666667,185.89246337890626,166.20154866536458,32.66531475062966,29.132990635955224,56.624273421721135,3.604220992423124,0.9983438758574157,0.8692127174376199,7.216985119638972,Badam
0,1226561.0,4476.0,960,1280,0.75,1.001825428983964,16.333941809661322,177.94522542317708,185.8284765625,154.56000325520833,58.62476142042034,44.03165101348585,81.0207449555423,15.620734476099909,0.9971370338584389,0.7508190419059643,8.255237364500678,Badam
